image_name,pcnt_road,pcnt_sidewalk,pcnt_building,pcnt_wall,pcnt_fence,pcnt_pole,pcnt_traffic_light,pcnt_traffic_sign,pcnt_vegetation,pcnt_terrain,pcnt_sky,pcnt_person,pcnt_rider,pcnt_car,pcnt_truck,pcnt_bus,pcnt_train,pcnt_motorcycle,pcnt_bicycle,pcnt_unlabeled
p1r00460,0.402229818,0.025638021,0.023349609,0.007428385,0.033557943,0.00945638,1.63E-05,0.002272135,0.1159375,0.002936198,0.358291016,0,0,0.004329427,0.005094401,0.002945964,0,0,0,0.006516927
p1r00215,0.199804688,0.007734375,0.122672526,0,0.011770833,0.001692708,0,0.004160156,0.434964193,0.020286458,0.000771484,0.001217448,0,0.178730469,0.002285156,0,0,0,0,0.013909505
p1r00267,0.343499349,0.022275391,0.05726888,2.93E-05,0.000426432,0.013639323,0.000546875,0.005270182,0.054879557,0.052447917,0.439407552,0.000299479,0,0.004189453,0.000175781,0.000478516,0,0,0,0.005166016
p1r00377,0.264677734,0.067242839,0.090563151,0,0.000361328,0.001015625,0.000113932,0.000289714,0.269560547,0.07547526,0.18796875,3.58E-05,0,0.027698568,0,0,0,0,1.63E-05,0.014980469
p1r00325,0.342666016,0.035328776,0.122864583,0,0.011634115,0.010390625,9.11E-05,0.003733724,0.106067708,0.021126302,0.318948568,0,0,0.020481771,0,0,0,0,0,0.006666667
p1r00159,0.301142578,0.033121745,0.442360026,0,0,0.01358724,0.000166016,0.009010417,0.000296224,0,0.126940104,0.000279948,0,0.069296875,0,0,0,0,0,0.003798828
p1r00299,0.305136719,0.03305013,0.145198568,0.002675781,0.005546875,0.068505859,0.006845703,0.019667969,0.123629557,0.090927734,0.160143229,0.001842448,0,0.014095052,0,0,0,0,0,0.022734375
p1r00230,0.25360026,0.051972656,0.440683594,0,0.007259115,0.010647786,0.000364583,0.007483724,0.033007813,0.008720703,0.086031901,0.003564453,0,0.081715495,0,0,0,3.26E-06,0.001588542,0.01335612
p1r00164,0.324977214,0.067242839,0.352041016,0,0.025250651,0.012229818,0.000130208,0.006181641,0.078277995,0,0.123837891,0.003408203,0,0.001940104,0,0,0,0,0,0.004482422
p1r00306,0.311259766,0.064391276,0.110384115,0.000185547,0.03866862,0.013857422,0,0.002353516,0.190989583,0.004544271,0.230065104,0.000195313,0,0.013544922,4.88E-05,0,0,0,0,0.019511719
p1r00276,0.361871745,0.02538737,0.114804688,0,0.005452474,0.006240234,5.21E-05,0.003238932,0.09757487,0.034257813,0.336982422,0.002347005,0,0.005061849,0,0,0,0,0,0.006728516
p1r00289,0.351858724,0.025185547,0.141988932,0.000143229,0.008886719,0.032278646,0.000439453,0.010009766,0.053883464,0.006650391,0.330628255,2.60E-05,0,0.031992188,0.000621745,0,0,0,0,0.005406901
p1r00191,0.254921875,0.095999349,0.038847656,0,0.001110026,0.00476237,0.000208333,0.00367513,0.467929688,0.044905599,0.010055339,0.000963542,0,0.065908203,0,0,0,0,0.002457682,0.008255208
p1r00205,0.273994141,0.041259766,0.395296224,0.000569661,0.005911458,0.036031901,0.015351563,0.008502604,0.043525391,0.000419922,0.038902995,0.02405599,0,0.083929036,0,0,0,0,0,0.032249349
p1r00371,0.201347656,0.068359375,0.10610026,0,0.021542969,0.008076172,0.000625,0.003847656,0.370022786,0.007955729,0.076653646,0,0,0.132802734,0.000227865,0,0,0,0,0.002438151
p1r00045,0.307259115,0.00773112,0.154033203,0,0.00086263,0.001816406,0,0.002490234,0.22781901,0.061679688,0.169235026,0,0,0.048300781,0,0.000120443,0,0,0,0.018652344
p1r00333,0.355485026,0.011442057,0.059440104,0.00421224,0.023697917,0.017457682,0.001074219,0.01132487,0.036438802,0.024195964,0.395221354,0,0,0.043984375,0.002395833,0,0,0,0,0.013629557
p1r00335,0.379208984,0.010364583,0.06905599,0.000279948,0.002399089,0.027438151,0.008033854,0.003925781,0.065107422,0.00124349,0.362945964,0.002532552,0,0.060839844,0.000139974,0,0,0,0,0.006484375
p1r00318,0.335852865,0.061731771,0.040595703,0,0.027161458,0.018886719,0,0.004886068,0.152174479,0.013102214,0.320764974,0.000794271,0,0.010553385,2.60E-05,0,0,0,0,0.013470052
p1r00202,0.227431641,0.072203776,0.138291016,0,0.02210612,0.035426432,0.005410156,0.013896484,0.256943359,0.017223307,0.137792969,0.006533203,0,0.049355469,0,0,0,0,0.000621745,0.016764323
p1r00370,0.388603516,0.009179688,0.061162109,2.60E-05,0.010947266,0.013417969,8.14E-05,0.007421875,0.048216146,0.000218099,0.404111328,1.95E-05,0,0.044342448,0.000680339,0,0,0,0,0.011572266
p1r00300,0.179733073,0.038177083,0.18194987,6.51E-06,0.009117839,0.014986979,0.003203125,0.006103516,0.152620443,0.098017578,0.246601563,0.001002604,0,0.008414714,0,0,0,0,0,0.060065104
