ImageName,Hue,Bright,Saturaton,SDhue,SDsat,Sdbright,Entropy,Perc_Nat,pc1f,pc2f,pc3f,pc4f,SED,total_ED,NSED,D_ER,pref
MDS150,0.220877184,-0.56743346,0.358815484,0.151872854,0.256075995,0.25501434,7.666497872,2.857725316,-0.034609007,-0.001986314,-0.048231722,0.009455105,0.029847069,0.134432445,0.180550415,1.343056842,3.754727291
MDS151,0.47365027,1.074525813,0.167159268,0.189043705,0.132730243,0.314070851,7.46087934,2.684721746,-0.067435702,-0.018483805,-0.01148982,0.001625595,0.046372732,0.104202906,0.132846594,1.274883773,5.102768806
MDS152,0.131448822,-0.603195253,0.541436797,0.051940792,0.287405923,0.266208662,7.594076991,2.697197906,-0.037269997,-0.065660131,-0.014175495,0.081623405,0.057225137,0.12194842,0.190007837,1.558100031,5.384609308
MDS153,0.215741559,0.39928491,0.431580903,0.162154849,0.327398848,0.24549363,7.555430905,4.271651426,-0.07444979,0.128263015,-0.012414003,-0.008493195,0.01469976,0.127559021,0.214022007,1.677827294,5.659775051
MDS154,0.153118149,1.242023101,0.272655767,0.180143895,0.232792414,0.173922556,7.456627186,2.799825175,-0.057500084,0.0091157,0.017057465,-0.025321971,0.036115011,0.137994766,0.172661225,1.251215753,3.22931714
MDS155,0.197703882,-0.352096103,0.371235005,0.213550371,0.231202773,0.290497798,7.829825166,2.752744633,-0.024380385,-0.005726103,-0.033498688,0.002904969,0.019484204,0.132717695,0.188492383,1.420250578,4.397126898
MDS156,0.212964963,0.114143488,0.431631382,0.192009067,0.245199784,0.281372993,7.877261601,3.143356644,-0.03912844,-0.009916076,-0.028118352,-0.091583657,0.035086394,0.135967438,0.179739674,1.321931755,4.231544725
MDS157,0.186386551,-0.780403112,0.455215959,0.103943207,0.281597795,0.271192842,7.787864858,3.394414152,-0.0349348,-0.044574524,-0.059690152,-0.020223839,0.019206204,0.14340856,0.199927431,1.394110861,4.416525186
MDS158,0.328813553,1.088349567,0.18105451,0.252583776,0.139626174,0.263957515,7.530328512,1.839698763,-0.052394194,-0.057666339,0.035663359,0.002733926,0.035756621,0.112718498,0.125395218,1.112463528,3.187758498
MDS159,0.324174906,1.398898517,0.405214009,0.252020097,0.216576477,0.24901913,7.350311886,1.915558218,-0.044352694,0.0237842,-0.026056725,0.047753255,0.059723553,0.091626917,0.105732146,1.15394198,3.606083822
MDS160,0.544639907,0.41665367,0.204668595,0.296340903,0.134864584,0.275352276,7.424671374,2.205933054,-0.072895257,-0.012799007,0.011409996,0.010441755,0.052993262,0.109688778,0.086978298,0.792955301,3.578041611
MDS161,0.247616885,-0.468170536,0.455900465,0.147791621,0.26032837,0.20562056,7.483867871,2.400435229,-0.046187587,-0.019722511,-0.089433769,-0.141195204,0.035964966,0.134882609,0.175400813,1.300396058,3.603711061
MDS162,0.219560971,-0.455297879,0.367375967,0.182410824,0.304819266,0.29290183,6.749998485,2.548834906,-0.05709445,-0.076466136,-0.002522023,-0.034031896,0.052150726,0.120770772,0.158134222,1.309374937,3.740769063
MDS163,0.227616839,0.367010968,0.231390783,0.223146886,0.211474596,0.247638109,7.326413851,2.653173749,-0.071548088,-0.008156421,0.070137496,0.004624867,0.044470469,0.134859721,0.138269822,1.025286282,3.673587288
MDS164,0.215627934,0.967872696,0.479972802,0.21919817,0.325991932,0.237461441,7.612112934,2.286157025,-0.06121263,-0.006740804,-0.052612883,-0.114589,0.058818231,0.123270641,0.141018967,1.143978533,5.027185382
MDS165,0.121486244,-1.500436419,0.66808402,0.047676659,0.206067538,0.253579642,7.599484942,3.937484718,-0.028969259,-0.044999438,-0.077951486,-0.082592223,0.042504883,0.117182474,0.171492559,1.463465936,4.806123597
MDS166,0.17727781,-0.143394772,0.369223664,0.182095377,0.242819825,0.264288756,7.782691134,2.498752995,-0.092024026,0.14092373,-0.008205894,-0.008485669,0.055922103,0.112198477,0.144970485,1.292089598,3.63037564
MDS167,0.362416965,0.66925099,0.270366831,0.265537679,0.180904307,0.265320865,7.797854824,3.009126363,-0.076228522,-0.03452023,-0.045879577,0.060763406,0.023241616,0.137919793,0.166726296,1.208864169,3.728784918
MDS168,0.177320576,0.000689147,0.639390011,0.085205405,0.241160245,0.257978017,7.838831646,4.562393026,-0.040496081,-0.062726044,-0.039954826,0.026316428,0.015979984,0.165339159,0.239940832,1.451203898,4.202311058
MDS169,0.225344608,-0.143188642,0.529676824,0.15756059,0.309892481,0.272696932,7.761631079,3.310320798,-0.023941824,-0.075964607,-0.038074037,-0.021492961,0.016738424,0.148427521,0.219924152,1.481693897,4.749002335
MDS170,0.272610985,0.521288463,0.443726981,0.125815504,0.234504503,0.279987382,7.775940552,4.282538266,-0.036479945,-0.040963818,-0.036891719,-0.085464824,0.014371247,0.137183577,0.20735415,1.511508553,5.110979128
MDS171,0.185095186,-0.107402564,0.204046172,0.166872768,0.192760243,0.319314363,7.860997947,2.043119468,-0.044895954,-0.015136435,-0.080809904,-0.036277279,0.034903208,0.128126144,0.125736634,0.981350332,3.530409297
MDS172,0.400281018,-0.31370828,0.320771769,0.25994372,0.217994086,0.209789358,7.590612834,3.114229303,-0.024595797,-0.040410612,-0.031782563,-0.06694535,0.025643667,0.136264165,0.164379517,1.206329757,4.515127586
MDS173,0.235606693,-0.191734308,0.278803509,0.127412082,0.209530405,0.254206303,7.688981671,3.534035894,-0.027790502,-0.073623305,-0.020992078,-0.026269225,0.013230063,0.145353393,0.197578808,1.359299593,3.627454097
MDS174,0.253854531,-0.745343212,0.425304471,0.18896284,0.265263114,0.273119761,7.493848141,3.085523742,-0.066243866,0.082889761,-0.032717793,-0.034346522,0.032698449,0.1047153,0.154047526,1.4711081,4.312618742
MDS175,0.12794401,-0.554919666,0.35827561,0.108760344,0.224930793,0.271932751,7.49961162,2.766162159,-0.043953874,-0.072356776,-0.0801866,-0.066091466,0.046766651,0.131327697,0.15876639,1.208933025,4.153020776
MDS176,0.146440369,1.636024403,0.370880833,0.071703474,0.28740782,0.266094185,7.318366063,2.241515477,-0.088198636,0.181227594,-0.010657932,0.008712847,0.07322508,0.112584113,0.143663887,1.276058257,4.537601102
MDS177,0.199777613,-0.238459182,0.337745028,0.104880112,0.178602951,0.203918112,7.612461304,4.564312436,-0.037913311,-0.006938167,-0.082275854,-0.026700807,0.011245728,0.164431254,0.219708522,1.336172514,4.144863868
MDS178,0.160157518,-1.64554845,0.729340357,0.033411511,0.169601069,0.192531382,7.378978723,4.33900802,-0.024666504,-0.016881803,-0.041213962,-0.047357877,0.017861041,0.149637379,0.242701198,1.621928957,4.283523385
MDS179,0.164467611,-0.429687391,0.634784574,0.028218392,0.143914722,0.242837154,7.522235291,4.748361778,-0.028669199,-0.028110517,-0.019039482,-0.056857317,0.017536477,0.150090476,0.243112647,1.619773976,4.215814934
MDS180,0.226895483,-0.015181482,0.347211836,0.18381077,0.191132064,0.271728549,7.692235248,4.413785515,-0.072756181,-0.03084923,-0.059275454,0.123130512,0.02175604,0.140431975,0.195029451,1.38878237,4.902384047
MDS181,0.228240115,-0.284281329,0.281517461,0.174842379,0.124772674,0.253108475,7.575473911,3.775777544,-0.070495386,0.035672186,-0.076321238,-0.05019679,0.021209851,0.137359306,0.183244929,1.334055437,3.883171975
MDS182,0.221570788,-1.289309505,0.303365886,0.22890785,0.216383212,0.285547968,7.451331243,2.676188322,-0.028430387,-0.049351078,-0.039371553,-0.014629817,0.0411343,0.119997798,0.142670402,1.188941834,4.622599192
MDS183,0.266290162,-0.891866355,0.402859831,0.193455854,0.236194577,0.243981693,7.731540466,4.886712064,-0.047897005,-0.008836205,-0.072488413,0.053295156,0.008270264,0.171923319,0.222578446,1.294637908,4.485342907
MDS184,0.253628468,-0.051419311,0.397361119,0.0980445,0.214446004,0.272087397,7.826127464,5.286432099,-0.068266734,0.032210059,-0.082068375,-0.066043854,0.015996297,0.154108047,0.192467133,1.248910338,4.590169357
MDS185,0.253674322,-0.440754568,0.372915073,0.119945398,0.210319677,0.293322317,7.769901808,5.208078635,-0.048092267,-0.069077791,-0.08200735,-0.049916975,0.015904744,0.156446457,0.185942093,1.188535021,4.625912456
MDS186,0.301132873,-1.529955483,0.161671905,0.184667942,0.117350558,0.255579138,7.336823109,1.606301042,-0.039911758,-0.027889183,-0.065106216,0.095299884,0.021493276,0.086238861,0.151281754,1.754217904,3.96779524
MDS187,0.202039316,1.151715298,0.342722367,0.158970415,0.223266872,0.257439647,7.112771728,2.836905227,-0.068586646,-0.016473458,-0.120225305,0.248736845,0.032838595,0.115007721,0.173099826,1.505114826,4.611419263
MDS188,0.242768238,-0.246331136,0.265371909,0.312046745,0.127930685,0.243491955,7.326649913,1.763283898,-0.043099876,-0.013895799,-0.053399012,-0.080249504,0.025969529,0.101812727,0.144704307,1.421279159,4.455685149
MDS189,0.352639352,0.934193284,0.147016494,0.253828261,0.106508108,0.21463339,7.653009749,1.966823874,-0.055882221,0.007998537,-0.037080477,-0.048464222,0.054189832,0.156399555,0.119315767,0.762890706,3.515217737
MDS190,0.152829561,-0.210612498,0.595905371,0.084684661,0.235233762,0.29337173,7.810841505,3.511088562,-0.059385437,-0.00311517,-0.094510576,-0.066643672,0.019938983,0.128611143,0.205174494,1.595308845,3.875699167
MDS191,0.162876935,-0.660755042,0.471766182,0.101048969,0.227417299,0.234316104,7.623024387,2.776492738,-0.037003164,-0.010843715,-0.040749005,0.000562567,0.06995609,0.129584854,0.177783698,1.371948129,4.403996636
MDS192,0.204853239,-0.267015675,0.416478799,0.202323745,0.25423159,0.310625523,7.789911941,2.935504181,-0.055274742,-0.088897955,0.087895318,0.041938822,0.045433679,0.138174327,0.177046643,1.281328065,4.646184363
MDS193,0.243670247,-0.754042375,0.546790956,0.132738276,0.277763746,0.264925834,7.615385908,4.80676928,-0.077692048,0.002235417,-0.065788425,0.043049168,0.011363766,0.131777486,0.213942172,1.623510802,4.523680731
MDS194,0.298989745,0.380877515,0.307850061,0.150278849,0.181270249,0.227021075,7.743909092,4.470273607,-0.035587383,-0.026196989,-0.06124089,-0.098075818,0.017645326,0.153446851,0.198457428,1.293330079,3.400212922
MDS195,0.219086507,0.493354494,0.386596343,0.083720874,0.200742462,0.235655145,7.806240952,5.044201428,-0.062647551,0.006788913,-0.071350551,-0.064965061,0.011089632,0.174129816,0.225953453,1.297614953,4.445286502
MDS196,0.290310793,0.496066232,0.348775551,0.247982411,0.265119223,0.24468596,7.85325317,2.283620226,-0.059974145,0.027051421,-0.061154811,0.031324585,0.028465803,0.133455866,0.157345149,1.179005118,5.065489914
MDS197,0.291399269,-0.130912685,0.175733302,0.175015536,0.185449171,0.310741249,7.621536275,1.920423981,-0.082884575,0.080787332,-0.015866556,0.007346212,0.029610952,0.096388499,0.133685827,1.386947908,3.655133971
MDS198,0.214766113,-0.78882139,0.429439337,0.137127239,0.288805564,0.225733706,7.740551381,2.709484571,-0.046097909,0.014344089,-0.064153025,-0.046682467,0.036206563,0.13736407,0.156654755,1.140434722,4.215053663
MDS199,0.185480302,-0.74596948,0.305524797,0.144271913,0.212565697,0.245144119,7.771115113,3.748661304,-0.011684178,-0.017268953,-0.027467839,-0.04939731,0.021867116,0.150608063,0.189782222,1.260106652,3.556885627
MDS200,0.18192488,0.496737633,0.336241916,0.084514095,0.154623816,0.156318721,7.288738688,5.422111106,-0.042768811,0.006447446,-0.055661394,-0.090592788,0.015363057,0.157782873,0.212606827,1.347464544,4.512211051
MDS201,0.294337702,-0.792673867,0.368860129,0.110510351,0.200938166,0.213128494,7.639378057,5.705382904,-0.033765957,-0.045789316,-0.038339942,0.018633653,0.006314056,0.155897551,0.223862351,1.435958099,5.403458173
MDS202,0.151035277,0.556187032,0.334261245,0.12559941,0.244443109,0.292643635,7.499048051,3.150893686,-0.076291516,0.047173399,0.041475831,7.25E-05,0.019097541,0.140784409,0.207805604,1.47605552,4.038519235
MDS203,0.143305252,1.188117012,0.434334984,0.153930357,0.285341517,0.340917471,7.782105783,2.596037703,-0.080214551,0.09418641,-0.0203124,0.03204151,0.03376034,0.125461713,0.186021798,1.482697737,3.698655623
MDS204,0.104670456,1.32105432,0.600607199,0.031789945,0.249475861,0.302486512,7.609015026,2.510446721,-0.050159883,-0.065978086,-0.00179569,0.005111792,0.064796358,0.117434513,0.164394529,1.39988258,4.513859803
MDS205,0.168354392,-3.161058338,0.436057816,0.092335013,0.183321274,0.146594821,6.723341582,3.623661303,-0.020994587,-0.007423902,-0.027211415,-0.044732359,0.021856259,0.123132526,0.196116388,1.592726101,4.223420729
MDS206,0.137018921,-1.348531591,0.412178268,0.072527532,0.178709201,0.216413169,7.328422023,3.603507507,-0.023695149,-0.001220211,-0.024985857,-0.045929183,0.013547426,0.143460984,0.230643803,1.607711007,4.297190235
MDS207,0.133457042,-3.164523373,0.478498792,0.049699073,0.161717447,0.147857454,6.838366897,4.479551917,-0.013412515,-0.000340915,-0.01726373,-0.014396708,0.038529563,0.118473722,0.183368368,1.547755611,4.929550729
