ED,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,SED,NSED
0.105799154,0.871849568,0.14207491,0.561366396,1.44747361,0.162105231,0.221708808,7.496051434,0.038641667,0.068482292
0.130369466,1.114058065,0.256260005,0.443733328,0.955265564,0.205602994,0.169737796,7.112938492,0.026835417,0.100471875
0.101015625,1.359911738,0.155245636,0.590632417,1.447434953,0.171459376,0.226855088,7.362817749,0.044922917,0.061642708
0.102332357,2.868638486,0.174184505,0.479585095,1.313927779,0.110217717,0.190870457,7.264209694,0.05615625,0.060202083
0.111235352,2.224327303,0.185749403,0.465137549,1.495749814,0.120051999,0.178985369,7.158152179,0.060139583,0.06430625
0.10773763,-2.531454479,0.127971988,0.477731937,1.028767733,0.146675693,0.171040689,7.394542767,0.063260417,0.053070833
0.111015625,2.138428322,0.137918596,0.554706393,1.930429464,0.115538258,0.191073069,7.266861577,0.059664583,0.051209375
0.105047201,3.0416338,0.134587245,0.493163807,1.476988791,0.119354677,0.144455909,7.084459426,0.05681875,0.051027083
0.101269531,-2.271406334,0.10453874,0.547325266,1.339873016,0.094928477,0.225680837,7.269873361,0.0612125,0.042979167
0.116777344,-0.26330814,0.152340526,0.555849801,1.613732222,0.09941843,0.235387583,7.411906666,0.0449,0.071486458
0.103876953,0.83435422,0.256019681,0.547198708,1.559038316,0.211646689,0.243447636,7.602209005,0.054633333,0.059088542
0.104921875,0.17377247,0.188863819,0.613440691,1.367531238,0.158939349,0.248095889,7.549692037,0.050491667,0.053322917
0.103932292,0.83332885,0.210193705,0.530032858,1.424488524,0.168629706,0.200303453,7.423170289,0.07144375,0.037336458
0.120841471,0.982384401,0.289405814,0.430841759,0.776361866,0.213256736,0.167573242,7.275160262,0.048208333,0.083860417
0.098896484,0.485204969,0.153449935,0.549456955,1.709443613,0.122914494,0.215980252,7.463493822,0.053929167,0.063697917
0.12015625,2.14182458,0.257403356,0.410958895,1.349113956,0.151043346,0.198141316,7.090263769,0.047385417,0.083046875
0.130361328,1.635106638,0.282223881,0.527944674,1.167049767,0.179559387,0.25916305,7.580160147,0.049133333,0.100001042
0.108030599,1.083218314,0.107866838,0.483076989,1.76442902,0.077210039,0.21697782,7.374672594,0.056310417,0.051985417
