Image_ID,Walkability,Preference,Imageability,Complexity,Enclosure,Transparency,Humanscale,Humanscale2,Order,Order2
151,0.433333333333333,0.39344262295082,0.240740740740741,0.0862068965517241,0.180327868852459,0.0178571428571429,0.216666666666667,0.0892857142857143,0.457627118644068,0.0317460317460317
152,0.7,0.672131147540984,0.388888888888889,0.258620689655172,0.131147540983607,0.196428571428571,0.35,0.232142857142857,0.355932203389831,0.0952380952380952
153,0.366666666666667,0.213114754098361,0.185185185185185,0.0689655172413793,0.475409836065574,0.0178571428571429,0.466666666666667,0.535714285714286,0.135593220338983,0.380952380952381
154,0.65,0.59016393442623,0.518518518518518,0.482758620689655,0.19672131147541,0.125,0.316666666666667,0.232142857142857,0.457627118644068,0.476190476190476
155,0.583333333333333,0.524590163934426,0.518518518518518,0.275862068965517,0.426229508196721,0.25,0.316666666666667,0.232142857142857,0.542372881355932,0.0634920634920635
156,0.566666666666667,0.557377049180328,0.333333333333333,0.293103448275862,0.524590163934426,0.160714285714286,0.416666666666667,0.178571428571429,0.694915254237288,0.0476190476190476
157,0.433333333333333,0.229508196721311,0.388888888888889,0.672413793103448,0.475409836065574,0.767857142857143,0.433333333333333,0.285714285714286,0.288135593220339,0.603174603174603
158,0.183333333333333,0.19672131147541,0.0740740740740741,0.224137931034483,0.39344262295082,0.375,0.483333333333333,0.196428571428571,0.372881355932203,0.476190476190476
159,0.233333333333333,0.377049180327869,0.5,0.53448275862069,0.508196721311475,0.607142857142857,0.333333333333333,0.482142857142857,0.355932203389831,0.492063492063492
160,0.1,0.147540983606557,0.111111111111111,0.172413793103448,0.409836065573771,0.232142857142857,0.333333333333333,0.392857142857143,0.338983050847458,0.365079365079365
161,0.416666666666667,0.327868852459016,0.37037037037037,0.344827586206897,0.540983606557377,0.285714285714286,0.3,0.232142857142857,0.372881355932203,0.222222222222222
162,0.216666666666667,0.245901639344262,0.388888888888889,0.258620689655172,0.377049180327869,0.357142857142857,0.383333333333333,0.267857142857143,0.423728813559322,0.26984126984127
163,0.316666666666667,0.508196721311475,0.648148148148148,0.431034482758621,0.409836065573771,0.232142857142857,0.4,0.410714285714286,0.322033898305085,0.301587301587302
164,0.116666666666667,0.131147540983607,0.185185185185185,0.0689655172413793,0.60655737704918,0.107142857142857,0.366666666666667,0.196428571428571,0.220338983050847,0.333333333333333
165,0.733333333333333,0.754098360655738,0.62962962962963,0.517241379310345,0.704918032786885,0.464285714285714,0.366666666666667,0.392857142857143,0.457627118644068,0.222222222222222
166,0.05,0.0655737704918033,0.037037037037037,0.0862068965517241,0.229508196721311,0.0535714285714286,0.133333333333333,0.232142857142857,0.152542372881356,0.333333333333333
167,0.866666666666667,0.704918032786885,0.703703703703704,0.620689655172414,0.672131147540984,0.214285714285714,0.283333333333333,0.625,0.474576271186441,0.19047619047619
168,0.8,0.672131147540984,0.685185185185185,0.5,0.524590163934426,0.178571428571429,0.283333333333333,0.607142857142857,0.271186440677966,0.26984126984127
169,0.25,0.229508196721311,0.148148148148148,0.155172413793103,0.311475409836066,0.160714285714286,0.383333333333333,0.160714285714286,0.288135593220339,0.26984126984127
170,0.2,0.19672131147541,0.333333333333333,0.310344827586207,0.508196721311475,0.375,0.4,0.535714285714286,0.135593220338983,0.349206349206349
171,0.35,0.442622950819672,0.388888888888889,0.344827586206897,0.475409836065574,0.303571428571429,0.333333333333333,0.25,0.254237288135593,0.333333333333333
172,0.383333333333333,0.475409836065574,0.37037037037037,0.46551724137931,0.229508196721311,0.410714285714286,0.183333333333333,0.125,0.406779661016949,0.396825396825397
173,0.0166666666666667,0.131147540983607,0.148148148148148,0.155172413793103,0.180327868852459,0.232142857142857,0.45,0.517857142857143,0.305084745762712,0.317460317460317
174,0.133333333333333,0.213114754098361,0.203703703703704,0.258620689655172,0.344262295081967,0.410714285714286,0.216666666666667,0.5,0.169491525423729,0.158730158730159
