,MedianHHIncome,Walkability,Preference,Imageability,Complexity,Enclosure,Transparency,Humanscale,Disorder
368,56458,NaN1.13150366106304,NaN1.64782407677975,NaN1.21416006867926,0.149233932,NaN0.917842114577108,0.799361821,NaN0.885326827255901,2.140839716
369,56458,NaN0.0870387431586941,NaN0.396164506762657,0.646336026,0.836528226,NaN1.40556722744442,1.905641933,NaN0.542619668318131,1.832317344
370,56458,1.278799996,0.766090808,2.069068334,2.112931915,1.715873495,1.431521885,1.285151846,NaN0.430180045535442
371,56458,1.519830361,2.017750378,0.974658866,1.720192318,NaN1.11293215972403,NaN0.0698582679892935,NaN0.428383948672207,NaN0.944383997756244
372,55417,1.118113085,0.676686553,NaN0.0103096544042018,NaN0.243505664700979,0.935513314,NaN1.17613838073774,1.970566164,NaN0.430180045535442
373,55417,0.234335078,0.497878043,NaN0.338632494661035,NaN0.243505664700979,NaN0.430117001709797,NaN0.306918292149674,NaN0.771091107609978,1.523794973
374,55417,NaN0.408412564052341,NaN0.306760251761435,0.099131292,0.541973528,NaN0.0399369114159493,1.194461861,1.170916126,1.935158135
375,55417,NaN1.13150366106304,NaN1.37961131177608,NaN1.43304196218382,NaN1.91264894998512,0.057608111,NaN1.41319840489813,1.742094725,NaN0.121657674202966
376,72222,1.519830361,1.481324848,1.740745494,NaN0.341690563835342,NaN0.137481933989406,NaN1.01809836463082,1.970566164,NaN1.04722478820039
377,72222,2.323264914,2.107154633,1.5218636,0.836528226,0.837968292,NaN1.09711837268428,2.313273323,NaN1.04722478820039
378,72222,NaN1.13150366106304,NaN1.37961131177608,NaN1.43304196218382,NaN1.51990935344767,NaN1.30802220487095,0.246221764,NaN0.999562546901818,0.392546278
379,72222,NaN0.729786384945989,NaN0.306760251761435,0.208572239,0.443788629,NaN1.01538713715057,1.352501877,0.257030369,0.80390944
380,73026,NaN1.13150366106304,NaN0.843185781768762,NaN0.995278175174708,1.131082923,NaN0.52766202428326,1.352501877,0.713973248,1.626635763
381,73026,NaN0.569099474499163,NaN1.11139854677242,NaN0.885837228422432,NaN0.341690563835342,NaN0.137481933989406,0.957401837,1.513623285,1.009591021
382,73026,NaN0.89047329539281,NaN0.75378152676754,NaN0.77639628167015,NaN0.439875462969704,NaN1.01538713715057,NaN0.306918292149674,NaN0.314148229026284,NaN0.018816883758806
383,73026,NaN0.569099474499163,NaN0.574973016765101,NaN0.885837228422432,NaN0.538060362104061,NaN0.430117001709797,0.167201756,0.485501808,NaN0.327339255091281
384,106000,0.073648167,0.050856768,NaN0.77639628167015,NaN0.636245261238423,NaN1.50311225001788,NaN1.33417839684467,0.485501808,NaN0.738702416867923
385,106000,NaN0.24772565360552,0.497878043,0.099131292,0.051049033,NaN1.40556722744442,NaN0.939078356577365,1.513623285,0.598227859
386,106000,NaN0.408412564052341,NaN0.306760251761435,NaN0.557514388165592,NaN0.636245261238423,NaN1.01538713715057,NaN1.33417839684467,0.599737528,NaN1.5614287404212
387,106000,0.234335078,0.497878043,0.86521792,0.149233932,NaN1.21047718229749,0.720341813,0.14279465,NaN0.121657674202966
388,71731,0.234335078,NaN0.127951741758991,0.318013186,0.149233932,NaN0.722752069430181,NaN0.54397831631006,NaN0.771091107609978,1.009591021
389,71731,NaN1.13150366106304,NaN1.0219942917712,NaN1.10471912192698,NaN1.02898485777587,0.837968292,NaN0.385938300203136,1.742094725,0.084023907
390,71731,NaN0.408412564052341,0.140261023,0.208572239,NaN1.22535465604459,NaN0.722752069430181,NaN1.33417839684467,0.942444687,NaN1.86995111175367
391,71731,NaN0.89047329539281,NaN0.574973016765101,NaN0.338632494661035,NaN0.93079995864151,NaN0.917842114577108,NaN0.54397831631006,NaN0.771091107609978,NaN0.533020835979602
392,55455,NaN0.89047329539281,NaN0.306760251761435,NaN0.885837228422432,NaN1.22535465604459,NaN1.30802220487095,NaN1.17613838073774,NaN0.542619668318131,NaN1.66426953086535
393,55455,0.957426175,1.302516338,0.536895079,0.640158428,NaN1.11293215972403,NaN0.464958308256598,0.485501808,NaN0.22449846464712
394,55455,NaN0.970816750616223,NaN0.75378152676754,NaN0.666955334917874,NaN0.93079995864151,NaN1.11293215972403,0.167201756,NaN0.199912509380361,NaN1.25290636908871
395,55455,NaN0.408412564052341,NaN0.306760251761435,0.318013186,NaN0.0471358664322551,NaN1.11293215972403,0.483281788,0.485501808,0.598227859
396,NaN,NaN0.89047329539281,NaN0.217355996760213,NaN0.557514388165592,NaN1.22535465604459,NaN0.52766202428326,NaN1.41319840489813,0.713973248,NaN0.738702416867923
397,NaN,NaN0.167382198382107,NaN0.75378152676754,NaN1.10471912192698,NaN1.32353955517895,NaN1.11293215972403,NaN1.33417839684467,NaN0.085676789734444,NaN1.25290636908871
398,NaN,NaN1.05116020583963,NaN1.0219942917712,NaN1.5424829089361,NaN1.22535465604459,NaN1.11293215972403,NaN1.49221841295159,0.713973248,NaN0.841543207312084
399,NaN,NaN0.649442929722576,0.229665278,0.318013186,NaN1.22535465604459,NaN1.40556722744442,NaN1.49221841295159,NaN0.199912509380361,NaN1.66426953086535
400,75769,0.475365443,1.123707828,NaN0.0103096544042018,0.34560373,0.252698156,0.00916174,2.199037603,NaN0.121657674202966
401,75769,NaN1.21184711628645,NaN1.20080280177364,NaN1.5424829089361,NaN0.538060362104061,NaN0.0399369114159493,NaN0.148878276042751,0.14279465,0.186864697
402,75769,1.118113085,1.213112083,1.302981707,0.247418831,NaN0.137481933989406,NaN0.860058348523903,1.627859005,NaN1.97279190219783
403,75769,NaN1.5332209371801,NaN1.0219942917712,NaN1.76136480244066,NaN0.93079995864151,NaN0.332571979136333,NaN0.227898284096212,0.371266089,NaN0.22449846464712
404,41103,NaN0.89047329539281,NaN1.0219942917712,NaN1.21416006867926,NaN1.71627915171639,0.447788201,NaN1.01809836463082,NaN0.314148229026284,NaN1.35574715953288
405,41103,NaN0.24772565360552,0.587282298,0.208572239,NaN0.145320765566617,NaN0.722752069430181,NaN0.227898284096212,NaN0.999562546901818,0.186864697
406,41103,0.153991623,NaN0.127951741758991,NaN0.557514388165592,NaN0.0471358664322551,NaN1.30802220487095,NaN0.0698582679892935,NaN0.885326827255901,NaN0.841543207312084
407,41103,NaN0.0870387431586941,0.229665278,0.536895079,0.934713125,1.715873495,0.325241772,2.313273323,NaN0.533020835979602
408,63558,NaN0.810129840169397,NaN0.843185781768762,NaN1.32360101543154,NaN0.0471358664322551,NaN1.40556722744442,NaN0.939078356577365,NaN0.542619668318131,1.112431811
409,63558,1.359143451,0.497878043,NaN0.557514388165592,1.229267822,NaN1.11293215972403,1.747601917,0.14279465,0.084023907
410,63558,0.957426175,1.034303573,0.318013186,NaN0.93079995864151,NaN0.820297092003645,NaN1.33417839684467,0.599737528,NaN1.66426953086535
411,63558,NaN0.810129840169397,NaN0.485568761763879,NaN0.77639628167015,NaN0.93079995864151,NaN1.40556722744442,NaN0.227898284096212,NaN0.542619668318131,NaN0.22449846464712
412,73182,0.555708899,0.319069533,NaN0.229191547908759,NaN0.832615059507148,0.837968292,NaN0.781038340470441,1.399387566,0.598227859
413,73182,NaN1.05116020583963,NaN1.0219942917712,NaN1.21416006867926,NaN0.145320765566617,NaN1.30802220487095,1.273481869,0.14279465,1.215272602
414,73182,0.073648167,NaN0.0385474867577751,NaN0.885837228422432,NaN1.12716975691022,NaN0.820297092003645,NaN1.09711837268428,0.14279465,NaN0.738702416867923
415,73182,1.19845654,1.302516338,0.755776973,NaN1.02898485777587,0.350243179,NaN1.41319840489813,2.084801884,NaN1.66426953086535
416,73182,NaN0.729786384945989,NaN0.396164506762657,NaN0.119750601156477,1.720192318,NaN1.11293215972403,0.799361821,NaN0.885326827255901,1.935158135
417,73182,NaN0.328069108828928,NaN0.485568761763879,0.208572239,1.916562116,0.545333224,2.616822006,1.170916126,0.90675023
418,73182,NaN1.29219057150986,NaN1.64782407677975,NaN0.448073441413317,NaN0.93079995864151,NaN0.52766202428326,NaN0.0698582679892935,NaN0.199912509380361,1.420954182
419,73182,NaN0.970816750616223,NaN1.29020705677486,NaN0.666955334917874,0.443788629,0.252698156,2.063681949,0.828208967,2.140839716
420,45096,NaN0.24772565360552,0.140261023,NaN0.229191547908759,NaN0.439875462969704,1.618328472,NaN1.25515838879121,2.541744762,NaN1.04722478820039
421,45096,1.680517272,1.481324848,1.302981707,NaN0.439875462969704,2.008508563,NaN0.781038340470441,2.541744762,NaN0.738702416867923
422,45096,NaN0.24772565360552,NaN0.574973016765101,NaN1.10471912192698,NaN0.93079995864151,0.642878247,NaN0.148878276042751,1.856330444,1.420954182
423,45096,1.359143451,1.838941868,0.974658866,0.836528226,1.228148382,NaN0.227898284096212,1.856330444,NaN0.327339255091281
424,58750,NaN0.0066952879352856,0.676686553,0.099131292,NaN0.341690563835342,1.52078345,0.00916174,NaN0.085676789734444,0.186864697
425,58750,NaN0.408412564052341,NaN0.396164506762657,NaN0.666955334917874,NaN0.538060362104061,1.130603359,0.00916174,NaN0.656855387964054,NaN0.22449846464712
426,58750,0.796739264,0.766090808,NaN0.119750601156477,0.149233932,0.350243179,0.167201756,1.627859005,0.495387068
427,58750,NaN1.05116020583963,NaN0.664377271766318,NaN1.5424829089361,NaN1.32353955517895,1.325693405,NaN0.860058348523903,1.399387566,NaN0.738702416867923
428,45978,NaN0.488756019275754,NaN0.932590036769984,NaN0.229191547908759,NaN0.145320765566617,0.545333224,NaN1.17613838073774,2.770216201,1.112431811
429,45978,1.19845654,2.107154633,0.974658866,1.720192318,NaN1.21047718229749,NaN0.939078356577365,NaN0.314148229026284,NaN0.841543207312084
430,45978,0.234335078,0.408473788,NaN0.448073441413317,NaN1.42172445431331,NaN0.52766202428326,NaN1.41319840489813,0.371266089,NaN1.25290636908871
431,45978,0.314678533,0.497878043,NaN0.338632494661035,NaN0.832615059507148,NaN1.21047718229749,NaN0.702018332416979,0.14279465,NaN0.635861626423762
432,48780,1.921547637,1.570729103,0.646336026,NaN0.0471358664322551,NaN0.722752069430181,NaN1.25515838879121,NaN0.885326827255901,NaN1.66426953086535
433,48780,NaN0.167382198382107,NaN0.396164506762657,NaN0.448073441413317,0.640158428,1.52078345,1.273481869,1.056680407,NaN0.22449846464712
434,48780,NaN0.810129840169397,NaN0.932590036769984,NaN0.885837228422432,0.051049033,NaN1.11293215972403,NaN0.54397831631006,0.599737528,1.523794973
435,48780,NaN1.29219057150986,NaN1.29020705677486,NaN0.77639628167015,NaN1.32353955517895,0.155153134,NaN0.702018332416979,1.285151846,1.523794973
436,73571,NaN1.05116020583963,NaN1.11139854677242,NaN0.119750601156477,1.622007419,NaN1.21047718229749,2.537801998,NaN0.314148229026284,1.523794973
437,73571,NaN0.810129840169397,NaN1.0219942917712,NaN0.995278175174708,0.640158428,0.057608111,1.273481869,NaN0.199912509380361,1.215272602
438,73571,NaN1.05116020583963,NaN1.0219942917712,NaN1.10471912192698,0.34560373,NaN0.917842114577108,1.984661941,NaN0.199912509380361,1.729476554
439,73571,NaN0.89047329539281,NaN0.843185781768762,NaN0.885837228422432,1.131082923,NaN0.23502695656287,NaN0.148878276042751,0.02855893,1.215272602
440,74961,NaN0.89047329539281,0.497878043,0.318013186,1.52382252,0.350243179,1.194461861,NaN0.428383948672207,1.935158135
441,74961,NaN0.408412564052341,NaN0.75378152676754,NaN0.119750601156477,NaN0.145320765566617,0.642878247,0.167201756,NaN0.542619668318131,NaN0.22449846464712
442,74961,NaN0.810129840169397,NaN0.664377271766318,0.099131292,0.541973528,1.52078345,0.878381829,NaN0.656855387964054,0.392546278
443,74961,NaN1.05116020583963,NaN1.11139854677242,NaN0.666955334917874,NaN1.22535465604459,NaN1.11293215972403,NaN0.702018332416979,NaN1.34226970583958,0.392546278
444,93063,NaN0.729786384945989,NaN1.0219942917712,NaN0.557514388165592,0.934713125,0.447788201,2.45878199,0.14279465,1.523794973
445,93063,NaN0.89047329539281,NaN0.127951741758991,NaN0.229191547908759,0.836528226,NaN1.01538713715057,0.325241772,0.713973248,NaN0.121657674202966
446,93063,NaN0.89047329539281,NaN1.0219942917712,NaN1.43304196218382,NaN0.243505664700979,0.740423269,1.115441853,NaN0.885326827255901,0.598227859
447,93063,0.314678533,0.944899318,2.178509281,2.309301713,NaN0.722752069430181,0.720341813,NaN0.999562546901818,1.523794973
448,89432,NaN0.488756019275754,NaN0.75378152676754,NaN0.229191547908759,NaN1.61809425258203,NaN0.820297092003645,NaN0.781038340470441,NaN1.45650542548551,NaN1.15006557864455
449,89432,NaN1.13150366106304,NaN1.29020705677486,NaN1.10471912192698,NaN0.93079995864151,0.545333224,1.115441853,NaN0.656855387964054,1.215272602
450,89432,NaN0.649442929722576,NaN1.0219942917712,NaN1.10471912192698,NaN1.12716975691022,NaN0.52766202428326,0.40426178,NaN0.771091107609978,NaN0.430180045535442
451,89432,NaN1.05116020583963,NaN1.20080280177364,NaN1.10471912192698,NaN1.22535465604459,0.935513314,0.167201756,NaN0.085676789734444,2.449362087
452,108462,NaN1.21184711628645,NaN1.37961131177608,NaN0.885837228422432,NaN0.734430160372785,0.252698156,NaN0.0698582679892935,1.513623285,0.392546278
453,108462,NaN0.970816750616223,NaN1.0219942917712,NaN0.338632494661035,NaN0.734430160372785,NaN0.625207046856724,1.115441853,0.14279465,0.80390944
454,108462,NaN1.05116020583963,NaN1.29020705677486,NaN1.43304196218382,0.051049033,0.252698156,0.325241772,1.285151846,1.215272602
455,108462,NaN0.89047329539281,NaN1.29020705677486,NaN1.10471912192698,NaN1.02898485777587,NaN0.820297092003645,0.00916174,0.257030369,NaN0.22449846464712
456,61250,0.234335078,NaN0.574973016765101,0.318013186,0.34560373,NaN1.01538713715057,NaN0.385938300203136,0.02855893,0.289705488
457,61250,NaN0.24772565360552,NaN0.306760251761435,NaN0.557514388165592,0.051049033,NaN1.01538713715057,NaN0.148878276042751,NaN0.771091107609978,0.186864697
458,61250,0.234335078,0.766090808,1.85018644,1.425637621,NaN0.820297092003645,0.167201756,NaN0.085676789734444,NaN0.430180045535442
459,61250,NaN0.569099474499163,NaN0.306760251761435,0.427454133,NaN0.636245261238423,NaN0.722752069430181,0.088181748,NaN0.085676789734444,NaN0.533020835979602
460,57566,NaN1.13150366106304,NaN1.20080280177364,NaN1.76136480244066,NaN0.93079995864151,NaN1.21047718229749,NaN1.25515838879121,NaN1.57074114513143,1.318113392
461,57566,NaN0.970816750616223,NaN1.20080280177364,NaN1.32360101543154,0.149233932,NaN0.722752069430181,NaN0.464958308256598,0.02855893,2.037998925
462,57566,2.323264914,2.196558888,1.412422653,1.131082923,0.837968292,NaN1.25515838879121,1.285151846,NaN1.25290636908871
463,57566,NaN0.729786384945989,NaN0.75378152676754,NaN0.666955334917874,0.738343327,NaN1.01538713715057,0.720341813,NaN0.771091107609978,0.495387068
464,95188,1.278799996,1.391920593,0.974658866,1.720192318,0.837968292,0.562301796,NaN0.656855387964054,NaN0.22449846464712
465,95188,1.680517272,1.749537613,1.19354076,NaN0.341690563835342,0.837968292,NaN1.41319840489813,0.828208967,NaN1.35574715953288
466,95188,0.87708272,1.660133358,1.302981707,1.720192318,0.740423269,0.167201756,NaN0.199912509380361,0.80390944
467,95188,0.153991623,NaN0.306760251761435,NaN0.0103096544042018,NaN1.22535465604459,0.837968292,NaN1.41319840489813,0.828208967,NaN0.22449846464712
468,107361,1.19845654,0.140261023,0.318013186,0.443788629,NaN1.01538713715057,1.115441853,NaN0.085676789734444,NaN0.533020835979602
469,107361,NaN0.729786384945989,NaN0.664377271766318,0.646336026,1.131082923,NaN0.332571979136333,1.194461861,NaN0.428383948672207,1.215272602
470,107361,NaN0.0066952879352856,NaN0.306760251761435,0.646336026,1.032898024,NaN1.01538713715057,1.115441853,NaN0.885326827255901,0.392546278
471,107361,NaN0.569099474499163,NaN1.11139854677242,NaN1.10471912192698,NaN0.0471358664322551,0.545333224,0.325241772,0.14279465,0.084023907
472,94931,0.395021988,0.676686553,0.974658866,1.622007419,1.033058337,1.431521885,0.713973248,NaN0.121657674202966
473,94931,1.03776963,1.034303573,0.646336026,1.622007419,0.057608111,0.878381829,0.828208967,0.084023907
474,94931,NaN0.810129840169397,NaN0.485568761763879,NaN0.0103096544042018,NaN0.538060362104061,0.155153134,0.483281788,0.485501808,0.598227859
475,94931,NaN0.0870387431586941,NaN0.75378152676754,NaN0.77639628167015,NaN0.341690563835342,NaN0.0399369114159493,NaN1.01809836463082,0.599737528,0.495387068
476,94931,1.600173817,1.302516338,1.631304547,0.247418831,0.057608111,NaN0.306918292149674,0.485501808,NaN0.430180045535442
477,94931,NaN0.970816750616223,NaN0.843185781768762,0.318013186,0.443788629,2.106053585,NaN1.25515838879121,1.742094725,2.346521296
478,94931,0.153991623,0.497878043,1.084099813,1.622007419,NaN0.0399369114159493,1.115441853,1.056680407,0.90675023
479,94931,NaN0.729786384945989,NaN0.932590036769984,NaN1.21416006867926,NaN1.71627915171639,1.130603359,NaN1.01809836463082,2.541744762,NaN0.22449846464712
480,79375,NaN0.729786384945989,NaN0.574973016765101,NaN0.666955334917874,NaN0.243505664700979,NaN0.917842114577108,NaN0.54397831631006,NaN0.656855387964054,0.392546278
481,79375,NaN0.328069108828928,NaN0.485568761763879,0.208572239,0.738343327,0.935513314,0.00916174,NaN1.57074114513143,1.523794973
482,79375,NaN0.729786384945989,NaN1.11139854677242,NaN0.0103096544042018,0.738343327,0.252698156,0.167201756,0.14279465,1.318113392
483,79375,0.555708899,NaN0.0385474867577751,2.069068334,1.720192318,NaN1.01538713715057,2.300741974,NaN0.885326827255901,1.112431811
484,50313,NaN1.13150366106304,NaN1.0219942917712,NaN1.10471912192698,NaN0.145320765566617,NaN0.917842114577108,NaN0.227898284096212,0.14279465,0.289705488
485,50313,NaN1.21184711628645,NaN1.11139854677242,NaN0.229191547908759,0.149233932,NaN0.137481933989406,0.720341813,0.371266089,1.523794973
486,50313,NaN0.970816750616223,NaN1.0219942917712,NaN1.21416006867926,0.051049033,0.057608111,NaN0.702018332416979,NaN0.085676789734444,1.420954182
487,50313,NaN1.29219057150986,NaN1.4690155667773,NaN0.77639628167015,0.247418831,NaN0.23502695656287,0.799361821,0.257030369,1.626635763
488,125882,NaN0.970816750616223,NaN1.29020705677486,NaN0.448073441413317,1.032898024,1.033058337,1.826621925,NaN0.314148229026284,1.112431811
489,125882,NaN0.488756019275754,NaN0.843185781768762,0.208572239,0.836528226,0.447788201,1.826621925,0.257030369,1.729476554
490,125882,NaN0.328069108828928,NaN0.396164506762657,NaN0.0103096544042018,1.425637621,NaN0.625207046856724,1.510541893,NaN0.999562546901818,0.80390944
491,125882,0.073648167,0.229665278,NaN0.557514388165592,0.051049033,2.496233675,0.167201756,0.942444687,NaN0.533020835979602
492,150188,NaN0.649442929722576,NaN0.485568761763879,0.208572239,0.541973528,0.447788201,1.352501877,NaN0.085676789734444,1.626635763
493,150188,NaN0.810129840169397,NaN1.11139854677242,NaN1.10471912192698,0.149233932,NaN0.430117001709797,1.352501877,NaN1.57074114513143,1.112431811
494,150188,NaN0.729786384945989,NaN0.664377271766318,NaN0.448073441413317,0.34560373,0.252698156,1.194461861,0.02855893,0.186864697
495,150188,NaN0.488756019275754,NaN0.75378152676754,NaN0.229191547908759,0.051049033,NaN0.820297092003645,1.747601917,NaN0.656855387964054,1.626635763
496,98553,NaN1.05116020583963,NaN1.29020705677486,NaN1.10471912192698,NaN1.12716975691022,0.447788201,NaN0.622998324363522,0.713973248,1.112431811
497,98553,1.278799996,0.944899318,1.631304547,2.702041309,NaN0.917842114577108,1.826621925,NaN0.885326827255901,0.084023907
498,98553,NaN1.05116020583963,NaN1.37961131177608,NaN0.557514388165592,0.934713125,0.545333224,0.720341813,1.513623285,1.318113392
499,98553,0.475365443,NaN0.0385474867577751,0.974658866,1.229267822,NaN0.137481933989406,2.300741974,1.170916126,1.318113392
500,154792,NaN1.05116020583963,NaN0.396164506762657,NaN0.229191547908759,NaN0.832615059507148,0.252698156,NaN0.54397831631006,1.399387566,0.598227859
501,154792,NaN0.970816750616223,NaN0.932590036769984,NaN0.666955334917874,NaN0.832615059507148,0.252698156,NaN0.781038340470441,NaN0.542619668318131,0.084023907
502,154792,NaN0.328069108828928,NaN0.485568761763879,0.646336026,NaN0.439875462969704,0.252698156,NaN1.49221841295159,NaN0.085676789734444,0.186864697
503,154792,NaN0.89047329539281,NaN1.37961131177608,NaN0.995278175174708,NaN0.636245261238423,NaN0.0399369114159493,NaN0.0698582679892935,NaN0.542619668318131,0.084023907
504,128981,0.957426175,0.408473788,0.318013186,NaN0.439875462969704,NaN0.23502695656287,NaN1.25515838879121,0.02855893,NaN0.841543207312084
505,128981,1.760860727,1.213112083,1.5218636,NaN0.145320765566617,NaN0.820297092003645,NaN1.01809836463082,NaN0.428383948672207,NaN0.635861626423762
506,128981,0.475365443,0.766090808,1.5218636,NaN0.243505664700979,NaN0.820297092003645,NaN1.01809836463082,1.399387566,NaN1.35574715953288
507,128981,0.475365443,1.749537613,0.099131292,NaN0.538060362104061,NaN1.40556722744442,NaN0.781038340470441,NaN0.771091107609978,NaN0.841543207312084
508,156500,NaN0.167382198382107,NaN0.396164506762657,NaN0.77639628167015,NaN0.538060362104061,NaN0.137481933989406,NaN0.227898284096212,NaN0.656855387964054,0.084023907
509,156500,0.073648167,0.140261023,0.86521792,NaN0.341690563835342,0.057608111,NaN0.306918292149674,0.371266089,0.392546278
510,156500,NaN0.408412564052341,NaN0.664377271766318,NaN0.448073441413317,0.149233932,0.155153134,NaN0.148878276042751,0.257030369,NaN0.738702416867923
511,156500,NaN0.408412564052341,NaN0.574973016765101,0.208572239,0.149233932,NaN0.52766202428326,0.641321804,0.371266089,1.112431811
512,143625,0.716395809,0.855495063,1.5218636,1.52382252,1.813418517,1.115441853,0.713973248,1.009591021
513,143625,NaN0.0066952879352856,0.050856768,0.208572239,NaN0.243505664700979,NaN0.722752069430181,NaN0.306918292149674,0.02855893,0.084023907
514,143625,1.19845654,0.497878043,1.631304547,1.327452721,NaN0.332571979136333,0.878381829,0.599737528,1.009591021
515,143625,0.395021988,0.497878043,0.755776973,NaN0.243505664700979,0.837968292,1.510541893,0.14279465,0.80390944
516,91250,NaN0.0870387431586941,NaN0.0385474867577751,NaN0.666955334917874,0.247418831,NaN0.52766202428326,NaN1.17613838073774,0.14279465,0.90675023
517,91250,NaN1.37253402673327,NaN1.4690155667773,NaN1.43304196218382,NaN1.32353955517895,NaN1.21047718229749,NaN0.622998324363522,0.257030369,NaN0.121657674202966
518,91250,NaN1.05116020583963,NaN1.11139854677242,NaN0.666955334917874,NaN1.32353955517895,NaN1.01538713715057,NaN0.306918292149674,NaN1.34226970583958,NaN0.018816883758806
519,91250,NaN1.13150366106304,NaN0.932590036769984,NaN0.885837228422432,0.541973528,NaN0.23502695656287,1.747601917,NaN0.314148229026284,0.495387068
520,106333,0.234335078,0.229665278,NaN0.119750601156477,NaN0.734430160372785,NaN0.430117001709797,NaN0.939078356577365,NaN1.11379826654774,NaN1.15006557864455
521,106333,NaN0.0870387431586941,0.766090808,0.427454133,1.327452721,NaN0.917842114577108,0.562301796,NaN1.45650542548551,1.009591021
522,106333,NaN1.37253402673327,NaN0.932590036769984,NaN1.32360101543154,NaN1.42172445431331,NaN1.01538713715057,NaN1.25515838879121,1.170916126,NaN0.22449846464712
523,106333,NaN0.167382198382107,0.050856768,0.099131292,0.934713125,0.545333224,0.641321804,NaN1.45650542548551,0.289705488
524,120709,NaN0.970816750616223,NaN0.932590036769984,NaN0.338632494661035,0.443788629,NaN0.625207046856724,1.431521885,NaN0.885326827255901,2.140839716
525,120709,1.760860727,1.660133358,2.287950227,1.916562116,NaN0.722752069430181,1.589561901,0.599737528,NaN0.430180045535442
526,120709,0.314678533,NaN0.396164506762657,0.646336026,0.051049033,NaN0.917842114577108,0.00916174,NaN1.57074114513143,NaN0.327339255091281
527,120709,1.359143451,0.587282298,0.974658866,1.032898024,1.813418517,0.483281788,1.056680407,0.80390944
528,120709,NaN1.21184711628645,NaN0.306760251761435,NaN0.77639628167015,NaN0.439875462969704,NaN0.137481933989406,0.088181748,NaN0.314148229026284,NaN0.121657674202966
529,120709,NaN0.970816750616223,NaN0.932590036769984,0.099131292,NaN0.0471358664322551,NaN0.52766202428326,1.115441853,NaN0.542619668318131,1.523794973
530,120709,NaN0.328069108828928,0.319069533,0.755776973,0.051049033,0.057608111,0.641321804,NaN1.11379826654774,NaN0.121657674202966
531,120709,NaN0.89047329539281,NaN0.843185781768762,NaN0.77639628167015,NaN1.12716975691022,0.642878247,0.641321804,NaN0.656855387964054,2.037998925
532,90952,NaN0.24772565360552,NaN0.217355996760213,NaN0.338632494661035,NaN0.439875462969704,NaN0.332571979136333,NaN1.25515838879121,NaN0.199912509380361,0.186864697
533,90952,1.118113085,1.123707828,0.646336026,0.34560373,0.155153134,0.720341813,NaN0.428383948672207,0.186864697
534,90952,NaN1.05116020583963,NaN0.574973016765101,NaN0.229191547908759,NaN0.145320765566617,1.52078345,0.562301796,0.828208967,1.215272602
535,90952,0.957426175,1.123707828,0.755776973,0.541973528,NaN1.11293215972403,NaN0.148878276042751,NaN1.22803398619366,NaN0.018816883758806
536,142225,1.03776963,0.587282298,0.974658866,0.247418831,2.496233675,0.641321804,1.513623285,0.90675023
537,142225,NaN0.167382198382107,0.050856768,0.86521792,0.34560373,1.033058337,1.115441853,NaN0.199912509380361,1.523794973
538,142225,NaN1.29219057150986,NaN1.29020705677486,NaN1.32360101543154,NaN1.12716975691022,0.545333224,NaN1.25515838879121,NaN1.34226970583958,0.289705488
539,142225,NaN1.13150366106304,NaN1.20080280177364,NaN0.666955334917874,NaN0.832615059507148,NaN1.50311225001788,NaN0.54397831631006,NaN1.45650542548551,0.289705488
540,142225,NaN0.488756019275754,0.050856768,NaN0.338632494661035,NaN0.439875462969704,NaN0.332571979136333,NaN0.306918292149674,NaN0.542619668318131,NaN0.121657674202966
541,142225,0.87708272,0.319069533,0.755776973,NaN0.243505664700979,NaN0.52766202428326,0.562301796,NaN0.542619668318131,0.598227859
542,142225,NaN1.5332209371801,NaN1.55841982177853,NaN0.885837228422432,NaN1.61809425258203,NaN0.23502695656287,NaN0.939078356577365,NaN1.11379826654774,1.009591021
543,142225,0.073648167,NaN0.217355996760213,NaN0.557514388165592,NaN0.832615059507148,0.252698156,0.562301796,NaN1.34226970583958,NaN0.430180045535442
544,142225,0.555708899,0.319069533,1.85018644,0.836528226,NaN0.820297092003645,0.878381829,NaN1.22803398619366,NaN1.15006557864455
545,142225,NaN0.0066952879352856,0.587282298,0.427454133,1.131082923,0.642878247,1.984661941,NaN0.542619668318131,0.186864697
546,142225,0.234335078,0.676686553,1.084099813,2.211116814,0.447788201,1.510541893,NaN1.9134483040692,0.90675023
547,142225,NaN0.729786384945989,NaN0.664377271766318,NaN0.995278175174708,1.327452721,NaN1.40556722744442,0.167201756,NaN1.79921258442327,1.523794973
548,34767,NaN0.970816750616223,NaN1.11139854677242,NaN1.43304196218382,NaN0.734430160372785,NaN1.11293215972403,NaN0.860058348523903,NaN0.199912509380361,NaN0.533020835979602
549,34767,NaN1.21184711628645,NaN1.29020705677486,NaN0.557514388165592,0.836528226,NaN0.625207046856724,1.431521885,0.713973248,2.140839716
550,34767,NaN0.970816750616223,NaN0.843185781768762,NaN1.21416006867926,NaN1.02898485777587,NaN0.23502695656287,NaN0.227898284096212,NaN0.885326827255901,NaN0.430180045535442
551,34767,NaN0.970816750616223,NaN1.11139854677242,NaN1.5424829089361,NaN0.93079995864151,NaN0.722752069430181,NaN0.702018332416979,NaN0.885326827255901,1.626635763
