name,ED,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,StraightED,NonStraightED
p1s00064.jpg      ,0.15066,1.2025,0.29685,0.51948,0.80319,0.18794,0.24868,7.7409,0.10454,0.080823
p1s00065.jpg      ,0.094971,0.88437,0.14416,0.63919,2.3676,0.11675,0.19781,7.5371,0.081319,0.02755
p1s00066.jpg      ,0.093286,-2.0724,0.12843,0.49952,1.4811,0.12365,0.20229,7.2645,0.086475,0.018649
p1s00067.jpg     ,0.080628,1.1036,0.24603,0.6232,2.7248,0.20429,0.17893,7.2269,0.068923,0.032059
p1s00068.jpg     ,0.10507,1.5928,0.20105,0.62312,2.0614,0.16207,0.23707,7.5525,0.073919,0.03973
p1s00069.jpg     ,0.10578,1.1084,0.17412,0.34308,1.1325,0.14725,0.17783,7.0769,0.076988,0.044619
p1s00070.jpg       ,0.12368,0.86022,0.24505,0.41943,0.7565,0.18566,0.20675,7.5465,0.088377,0.045177
p1s00071.jpg     ,0.11822,1.324,0.11711,0.49962,1.0526,0.1036,0.22615,7.3847,0.069406,0.048488
p1s00072.jpg       ,0.12959,0.92493,0.24253,0.41099,0.778,0.14834,0.14858,7.1382,0.080019,0.064252
p1s00073.jpg       ,0.13322,0.62606,0.35241,0.45789,0.28044,0.19477,0.13985,6.9152,0.094183,0.052996
p1s00074.jpg       ,0.096377,0.69741,0.20327,0.5908,0.69731,0.19068,0.23626,7.5026,0.10131,0.019041
p1s00075.jpg     ,0.089326,1.1718,0.18711,0.58326,1.7178,0.16724,0.23954,7.4585,0.089356,0.028889
p1s00076.jpg     ,0.090018,1.2993,0.18449,0.55665,1.2193,0.1238,0.21369,7.5256,0.088815,0.02163
p1s00077.jpg     ,0.093582,1.2035,0.2872,0.60671,2.7054,0.21572,0.23348,7.6571,0.066283,0.039363
p1s00078.jpg     ,0.12735,1.5095,0.28044,0.46151,1.4533,0.18158,0.22793,7.4314,0.066221,0.078213
p1s00079.jpg     ,0.090464,2.1197,0.13633,0.52395,1.5733,0.1953,0.17365,7.2502,0.041223,0.058705
p1s00080.jpg      ,0.088529,0.97299,0.15719,0.46137,1.1801,0.16435,0.17671,7.1621,0.10532,0
p1s00081.jpg       ,0.09446,0.67593,0.11475,0.60657,0.94545,0.12255,0.23105,7.1405,0.06066,0.052326
p1s00082.jpg     ,0.099113,1.0512,0.16494,0.56101,1.1067,0.13238,0.19039,7.4849,0.072012,0.039874
p1s00083.jpg       ,0.1079,0.79145,0.20936,0.52282,0.5725,0.12895,0.14611,7.1185,0.098304,0.022247
p1s00084.jpg     ,0.093748,1.1968,0.13781,0.50794,1.1592,0.12925,0.18861,7.3978,0.058369,0.030983
p1s00085.jpg     ,0.10778,1.1781,0.21057,0.50011,1.3406,0.1785,0.20191,7.5808,0.072137,0.043816
p1s00086.jpg      ,0.12559,1.0359,0.26153,0.3822,0.87819,0.20072,0.15233,7.1576,0.073908,0.062639
p1s00087.jpg      ,0.099904,0.75514,0.19549,0.5272,1.1436,0.14115,0.18216,7.3924,0.10113,0.009301
p1s00088.jpg     ,0.11843,1.4646,0.19682,0.37054,1.3507,0.15751,0.15081,7.1854,0.083577,0.050883
p1s00089.jpg       ,0.11405,0.48647,0.23657,0.42498,0.73675,0.15425,0.16322,7.3421,0.090933,0.045865
p1s00090.jpg      ,0.10461,0.47651,0.27179,0.47562,1.0098,0.24797,0.20989,7.3251,0.066306,0.058469
p1s00091.jpg     ,0.096263,1.0998,0.22154,0.50283,1.5638,0.13704,0.20136,7.4134,0.065371,0.044805
p1s00092.jpg      ,0.11499,0.60918,0.23469,0.42435,1.1156,0.18823,0.18591,7.3807,0.087171,0.040751
p1s00093.jpg       ,0.14203,0.86782,0.35363,0.44269,0.54967,0.21978,0.15995,7.165,0.068704,0.096725
p1s00094.jpg      ,0.11169,0.4579,0.14469,0.54687,1.7058,0.14483,0.22394,7.5772,0.091621,0.035527
p1s00095.jpg      ,0.13095,1.0691,0.33643,0.41933,0.8489,0.19242,0.21334,7.313,0.076252,0.06942
p1s00096.jpg     ,0.11173,1.224,0.24479,0.54774,1.4552,0.16071,0.25813,7.3557,0.058575,0.065571
p1s00097.jpg     ,0.10495,1.1379,0.21298,0.5739,1.6168,0.12644,0.21929,7.4001,0.049881,0.061142
p1s00098.jpg      ,0.10325,0.82634,0.19943,0.40986,1.2377,0.14608,0.14728,7.144,0.064537,0.058072
p1s00099.jpg       ,0.12917,0.85199,0.37997,0.41622,0.68226,0.26607,0.14536,6.932,0.058152,0.083185
p1s00100.jpg       ,0.12334,0.93497,0.22944,0.45957,0.7351,0.18173,0.18898,7.1338,0.052856,0.075826
p1s00101.jpg      ,0.097012,-1.5883,0.24866,0.56301,1.8651,0.19056,0.22338,7.4447,0.079025,0.030925
p1s00102.jpg      ,0.11364,0.76688,0.30349,0.53186,1.3098,0.23127,0.22905,7.5368,0.066019,0.065907
p1s00103.jpg      ,0.1158,-0.90098,0.20999,0.56851,1.8238,0.18269,0.23331,7.5754,0.093225,0.039035
p1s00104.jpg      ,0.11517,0.85444,0.25923,0.62028,1.6002,0.21902,0.2254,7.5107,0.071813,0.05266
p1s00105.jpg     ,0.11108,2.2177,0.27369,0.59841,2.2355,0.21534,0.25489,7.5684,0.064431,0.062157
p1s00106.jpg      ,0.11696,0.83893,0.28344,0.60921,1.0851,0.21264,0.2477,7.8239,0.083835,0.051758
